,SLA,root.shoot,RootLength.cm,RootAvgDiam.mm,finerootV.totalrootV,height,N.perc
VEDU,2.153555184,-2.257879973,-2.449456569,-1.764617303,1.768891274,1.91424161,-2.054018693
